Layers,Neurons,Loss,Val Accuracy,Test Accuracy,Test Time
1,100,0.16667518478733986,0.8757823705673218,0.8097430818917736,0.6031050682067871
2,100,0.12235161377923122,0.8848429996034374,0.827296657672781,0.7536320686340332
3,100,0.10273933111892644,0.8901504044947417,0.8294246196746826,0.6381118297576904
4,100,0.09698236979598812,0.8917129907919012,0.8396755121401603,0.6831181049346924
5,100,0.09670732111139518,0.8945750024007715,0.8389444872243514,0.7346279621124268
