Data,Loss,Val Accuracy,Test Accuracy,Test Time
Full,0.0694647843295977,0.9469604362612185,0.9121182620130628,4.197732925415039
Reduced,3.667997079839916,0.025755515807996624,0.026534237460979562,4.666314363479614
